"MaterialName";"Category";"AdditionalNotes";"Quantity";"NVL";"BEN";"PercentComplete";"Fixture";"AssetNumber";"BEN4LPR";"CurrentState";"IndividuallyAssigned";"LamPartNumber";"LaptopAssignedBEDShift";"LaptopAssignedBENShift";"LaptopAssignedFEDShift";"LaptopAssignedFENShift";"LaptopAssignedMF";"LaptopDepartment";"RecordIDNumber";"SerialNumber";"materialPK"
"Assembly-165";"SWIC-Supported GIS Laptop";"T460
Assigned to Jason Alton";1;"";"";"";0;"205871";"";"Cleanroom Item";0;"";"";"";"Richard Dutson <62640440.dqzv>";"Liam Yahn <62440906.nyq2>";"";"Assembly";1190;"PC0KYL9R";1218
"ATAC05";"SWIC Cart";"K-Key: L62143
Dock Key: 3B66";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";142;"Chase: ?";1219
"Building L - 44";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"206840";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";622;"";1220
"A310928";"SWIC-Supported GIS Laptop";"T14";0;"";"";"";0;"A310928";"";"Unavailable to Loan";1;"";"Joshua Powell <59085861.cqi3>";"";"";"";"";"Assembly";1493;"PF2387BE";1221
"Assembly-166";"SWIC-Supported GIS Laptop";"t450
FED - Kathrine greinke";1;"";"";"";0;"A204431";"";"Cleanroom Item";1;"";"";"";"";"";"";"Assembly";966;"";1222
"Building L - 45";"SWIC-Supported GIS Laptop";"T460

";1;"";"";"";0;"A3000059";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";1441;"PC0LFZEU";1223
"ATAC06";"SWIC Cart";"NPM7- DT tool

K-Key: ?
Dock Key: ?";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";143;"Chase: ACI2000900";1224
"Assembly-167";"SWIC-Supported GIS Laptop";"T470";1;"";"";"";0;"A301174";"";"Cleanroom Item";0;"";"Austin Simmons <62279195.bc3r>";"";"David Thomasson <62310216.h7hc>";"Justin Erickson <62294317.cejs>";"";"Assembly";975;"pf0u5tjy";1225
"Building L - 46";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A3000041";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";1442;"PC0LFZL8";1226
"A310929";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"A310929";"";"Cleanroom Item";0;"pf23a7kp";"";"";"Sebastian Hilman <61873198.bm9q>";"";"";"";1548;"";1227
"ATAC07";"SWIC Cart";"";0;"";"1762671B";"28T";0;"";"1762671B";"Unavailable to Loan";0;"";"";"";"";"";"";"";376;"";1228
"Building L - 47";"SWIC-Supported GIS Laptop";"T450S 
";1;"";"";"";0;"204264";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";1443;"204264";1229
"Assembly-168";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"205860";"";"Cleanroom Item";0;"";"Chris Owens <62321545.bg58>";"";"";"";"";"Assembly";1342;"";1230
"Building L - 48";"SWIC-Supported GIS Laptop";"460";1;"";"";"";0;"3000033";"";"Cleanroom Item";0;"";"";"";"";"";"";"";1444;"PC0LFZNN";1231
"ATAC08";"SWIC Cart";"K-Key: ?
Dock Key: ?";0;"";"";"";0;"";"";"In DOS for Repair";0;"";"";"";"";"";"";"";144;"Chase: ?";1232
"A312184";"SWIC-Supported GIS Laptop";"";0;"";"";"";0;"A312184";"";"Unavailable to Loan";1;"";"";"";"Tallen Stewart <58782499.crxe>";"";"";"Assembly";1529;"pf1ckrt6";1233
"Building L - 49";"SWIC-Supported GIS Laptop";"T470";1;"";"";"";0;"301305";"";"Cleanroom Item";0;"";"Ricky Brewster <62961303.mw5i>";"";"";"";"";"Assembly";1445;"PF0UHE2T";1234
"ATAC09";"SWIC Cart";"K-Key: L52284
Dock Key: 3B83";0;"";"2225141B";"33T";0;"";"2225141B";"Unavailable to Loan";0;"";"";"";"";"";"";"";145;"Chase: ?";1235
"A313682";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"A313682";"";"Cleanroom Item";0;"";"";"";"";"";"";"Final Test";1640;"";1236
"Assembly-169";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205785";"";"Cleanroom Item";0;"";"Juan Ponce Ponce <62262437.dy7n>";"Chansler Pacheco <61869974.bxmy>";"";"Erik Robinson <61931787.7xae>";"";"Assembly";435;"PC0JWCRG";1237
"Building L - 50";"SWIC-Supported GIS Laptop";"T470";0;"";"";"";0;"301130";"";"Unavailable to Loan";0;"";"";"";"";"";"";"Assembly";1048;"pf0u5ym3";1238
"ATAC10";"SWIC Cart";"Npm7 - DT tool  


";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";146;"Chase: ACI2000902";1239
"Assembly-170";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A3000010";"";"Cleanroom Item";0;"";"";"Tanner Hatch <61883173.d4zf>";"Saul Lopez <63327019.bjjt>";"";"";"Assembly";817;"";1240
"Building L - 51";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"205863";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";416;"PC0JWCKU";1241
"ACA Chamber Analyzer";"Tools- Hand Tools (Non-Calibrated)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2234;"";1242
"Building L - 52";"SWIC-Supported GIS Laptop";"T440
";1;"";"";"";0;"202508";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";1005;"";1243
"ATAC11";"SWIC Cart";"NPM-8 & NMP-9 | for Oxide & Carbide tool 
K-Key: L09452
Dock Key: 3B70

";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";147;"Chase: ?";1244
"Building L - 53";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A204530";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";552;"";1245
"AFAB1 - Carbide Intel Ped Leveling Tool #1";"Tools- Gauges & Levels";"";1;"";"";"";0;"";"";"Available to Loan";0;"515-305158-001";"";"";"";"";"";"";1117;"Carbide Intel Ped Leveling Tool #1";1246
"ATAC12";"SWIC Cart";"On loan to Sam Ye.

NPM8 & NPM9 - Oxide & Carbide tool

K-Key: L51437
Dock Key: 3A95";0;"";"1762671C";"46T";0;"";"1762671C";"Unavailable to Loan";0;"";"";"";"";"";"";"";148;"";1247
"Building L - 54";"SWIC-Supported GIS Laptop";"T440

";1;"";"";"";0;"202504";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";526;"";1248
"Dummy Load Set #1";"Dummy Load";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";268;"NVL-11604
NVL-3789";1249
"Building L - 55";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A204988";"";"Cleanroom Item";0;"";"Abigail Bird <62726579.jvqa>";"";"Leslie Sotelo <61837685.dqka>";"";"";"Assembly";558;"";1250
"ATAC13";"SWIC Cart";"K-Key: ?
Dock Key: ?";0;"";"2227041A";"84T";0;"";"2227041A";"Unavailable to Loan";0;"";"";"";"";"";"";"";149;"Chase: ?";1251
"Dummy Load Set #2";"Dummy Load";"";1;"";"2135231A";"79T";0;"";"2135231A";"Unavailable to Loan";0;"";"";"";"";"";"";"";269;"NVL-17812
nvl-17336";1252
"Building L - 56";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"3000065";"";"Cleanroom Item";0;"";"Mohammad Reza Ghadirnejad <63455861.ddhb>";"johnathon Jepson <62552847.buj4>";"Keith Glisson <62905304.b5sy>";"";"";"Assembly";1279;"";1253
"ATAC14";"SWIC Cart";"K-Key: ?
Dock Key: ?

Sterling Pelzel is borrowing this for a couple days.";0;"";"2174341B";"78T";0;"";"2174341B";"Unavailable to Loan";0;"";"";"";"";"";"";"";150;"Chase: ?";1254
"Building L - 57";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"A301314 ";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";1007;"";1255
"Dummy Load Set #3";"Dummy Load";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";270;"NVL-1807
NVL-17252";1256
"Building L - 58";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"3000043";"";"Cleanroom Item";0;"";"Christopher Gonzalez <62929122.cwb5>";"";"Melissa Galligan <63336698.bb9e>";"";"";"Assembly";666;"";1257
"ATAC15";"SWIC Cart";"K-Key: L42152
Dock Key: 3A62

";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";151;"Chase: KJ037275";1258
"Dummy Load Set #4";"Dummy Load";"moved coax from #1 to replace missing one while #1 is in repairs";1;"nvl-dl9732, nvl-18213";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";271;"	NVL-13493
	NVL-18467
";1259
"Building L - 59";"SWIC-Supported GIS Laptop";"T450";0;"";"";"";0;"204213";"";"In DOS for Repair";0;"";"";"";"";"";"";"Assembly";536;"";1260
"Duplicate ";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"A205750";"";"Available to Loan";0;"";"";"";"";"";"";"Final Test";971;"";1261
"ATAC16";"SWIC Cart";"K-Key: 82115
Dock Key: 3B59";0;"";"2063371A";"90A";0;"";"2063371A";"Unavailable to Loan";0;"";"";"";"";"";"";"";152;"Chase: ?";1262
"Building L - 60";"SWIC-Supported GIS Laptop";"T450";1;"";"";"";0;"A204435";"";"Cleanroom Item";0;"";"";"";"Deejay O'Donoghue <62587668.c6m3>";"Alejandro Olivera <60561217.bx5x>";"";"Assembly";542;"";1263
"EBR Chamber Testing Kit";"Tools- Hand Tools (Non-Calibrated)";"PN 857-A39643-001 Kit,Chamber,Testing,EBR";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1737;"";1264
"Building L A202505";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A202505";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";1655;"";1265
"ATAC17";"SWIC Cart";"K-Key: L52079
Dock Key: 3B18";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";153;"Chase: KJ037271";1266
"EBR Deflectors (VXTD1)";"Other (Please describe)";"Location: 2K3";0;"";"";"";1;"VXTD1";"";"Unavailable to Loan";0;"02-358417-00";"";"";"";"";"";"";1530;"1035012-0316-M87533";1267
"Building L A202666";"SWIC-Supported GIS Laptop";"T440
";1;"";"";"";0;"A202666";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";1653;"";1268
"ATAC18";"SWIC Cart";"K-Key: L52254
Dock Key: 3A02
Note: ATAC manager not installed";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";154;"Chase: 170202127";1269
"EBR Deflectors (VXTD2)";"Other (Please describe)";"Location: 2K3";0;"";"";"";1;"VXTD2";"";"Unavailable to Loan";0;"02-358416-00";"";"";"";"";"";"";1531;"1035012-17-45-0019";1270
"Building L A205881";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A205881";"";"Cleanroom Item";0;"";"";"";"Sarah McBride <62552842.bn9v>";"";"";"Assembly";1656;"";1271
"ECATGBE1";"GBE";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1665;"";1272
"Building L A3000058";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A3000058";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";1654;"";1273
"AHM HCE/HX - i GBE Cable Kit";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2229;"QTY 2: Jumper 6/2
GBE MFC Signal Cable
GBE Pneumatic Signal Cable";1274
"ATAC19";"SWIC Cart";"K-Key: L42423
Dock Key: 3A94
Note: Windows needs activated. Change computer name?";0;"";"";"";0;"";"";"In DOS for Repair";0;"";"";"";"";"";"";"";155;"Chase: ?";1275
"ECATGBE10";"GBE";"";1;"";"";"";1;"";"";"Available to Loan";0;"";"";"";"";"";"";"";538;"";1276
"Building L-48";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A3000033";"";"Cleanroom Item";0;"";"Isaias Berrones <62339083.d94i>";"";"Ann Schofield <62905312.cfyx>";"";"";"Assembly";1658;"";1277
"ALD valve fixture";"Other (Please describe)";"Location: 6D3
Floor has original one this is backup.";0;"";"2056531C";"70T";0;"";"2056531C";"Unavailable to Loan";0;"839-200352-001";"";"";"";"";"";"";1520;"";1278
"ECATGBE11";"GBE";"";1;"";"";"";1;"";"";"Available to Loan";0;"857-326635-001";"";"";"";"";"";"";304;"";1279
"ATAC20";"SWIC Cart";"K-Key: L55615
Dock Key: 3A02";0;"";"2220781A";"75A";0;"";"2220781A";"Unavailable to Loan";0;"";"";"";"";"";"";"";156;"Chase: KJ037213";1280
"CABLE Splitter";"Cables (Provide part number)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1105;"";1281
"ECATGBE12";"GBE";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1585;"";1282
"ATAC21";"SWIC Cart";"K-Key: L55555
Dock Key: 3A24
Needs to be Reimaged";0;"";"2212571C";"0T";0;"";"2212571C";"Unavailable to Loan";0;"";"";"";"";"";"";"";157;"Chase: KJ026895
";1283
"ECATGBE13";"GBE";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1606;"";1284
"ECATGBE15";"GBE";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1626;"";1285
"Carbide Galden Decay Test Fixture #1";"Other (Please describe)";"";0;"";"2206261C";"95T";0;"";"2206261C";"Unavailable to Loan";0;"";"";"";"";"";"";"";1338;"";1286
"ECATGBE16";"GBE";"";1;"";"";"";1;"";"";"Available to Loan";0;"";"";"";"";"";"";"";512;"";1287
"Carbide Galden Decay Test Fixture #2";"Other (Please describe)";"";0;"";"2069101B";"86T";0;"";"2069101B";"Unavailable to Loan";0;"";"";"";"";"";"";"";1339;"";1288
"ATAC22";"SWIC Cart";"K-Key: ?
Dock Key: 3A69
Key Chain: #9";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";158;"Chase:  KJ066786";1289
"ECATGBE17 (STRATA HX)";"GBE";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1664;"";1290
"Carbide Galden Decay Test Fixture #3";"Other (Please describe)";"";0;"";"2102411C";"96T";0;"";"2102411C";"Unavailable to Loan";0;"";"";"";"";"";"";"";1340;"";1291
"ATAC23";"SWIC Cart";"K-Key: ?
Dock Key: ?";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";159;"Chase: ?";1292
"ECATGBE18";"GBE";"Sent to LMK - Amber Perkins.";1;"";"";"";0;"";"";"Retired/Out of Service";0;"";"";"";"";"";"";"";1607;"";1293
"Carbide PED Leveling Fixture - PLF1";"Tools- Gauges & Levels";"location PED cabinet 1B2";1;"";"";"";1;"";"";"Available to Loan";0;"515-A22423-001";"";"";"";"";"";"";1284;"";1294
"ECATGBE19 (STRATA HX)";"GBE";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1666;"";1295
"Carbide TC Calibrator #1";"Tools- Meters & Pendants";"broken power prong 11-22-2020
Missing 6/26/21";0;"NVL-20753";"";"";0;"";"";"Missing/Lost";0;"";"";"";"";"";"";"";1017;"";1296
"ATAC24";"SWIC Cart";"K-Key: 82101
Dock Key: 3B04
Note: E-net driver fails causing widows to be unable to activate";0;"";"2093761B";"CRT";0;"";"2093761B";"In DOS for Repair";0;"";"";"";"";"";"";"";160;"CTC SN: 1034020-0518-ACI1004123
 ";1297
"ECATGBE2";"GBE";"";1;"";"";"";1;"";"";"Available to Loan";0;"857-326635-001";"";"";"";"";"";"";305;"";1298
"Carbide TC Calibrator #2";"Tools- Meters & Pendants";"calibration";1;"NVL-20754";"";"";0;"";"";"Past Due";0;"";"";"";"";"";"";"";1018;"";1299
"ECATGBE20 (STRATA HX)";"GBE";"";1;"";"";"";1;"";"";"Available to Loan";0;"";"";"";"";"";"";"";509;"";1300
"ATAC25";"SWIC Cart";"K-Key: ?
Dock Key: 3A69

Dylon Jarret is upgrading OS";0;"";"";"";0;"";"";"In GIS for Repair";0;"";"";"";"";"";"";"";161;"Chase: ACI1004121";1301
"Carrier Rings  for wafer run";"Other (Please describe)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"02-122178-00";"";"";"";"";"";"";1029;"15-122178-00 x 4";1302
"ECATGBE21";"GBE";"Fixtures team took this to sent to another site, marking as out of service. 1/10/21 JA";0;"";"";"";1;"";"";"Retired/Out of Service";0;"";"";"";"";"";"";"";1608;"";1303
"ATAC26";"SWIC Cart";"";1;"";"";"";0;"ACHB002087";"";"Available to Loan";0;"853-900986-121A";"";"";"";"";"";"";1503;"K-Key: ?
Dock Key: ?";1304
"Carrier Rings x 4";"Other (Please describe)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"15-122178-00";"";"";"";"";"";"";1038;"";1305
"ECATGBE22";"GBE";"Fixtures team took this to sent to another site, marking as out of service. 1/10/21 JA";0;"";"";"";1;"";"";"Retired/Out of Service";0;"";"";"";"";"";"";"";1609;"";1306
"Chamber Matching Kit #1";"VI Probe Kit";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1336;"";1307
"ECATGBE23";"GBE";"Fixtures team took this to sent to another site, marking as out of service. 1/10/21 JA";0;"";"";"";1;"";"";"Retired/Out of Service";0;"";"";"";"";"";"";"";1610;"";1308
"ATAC27";"SWIC Cart";"Tool ID: 7b96afe015
K-Key: L61683
Dock Key: 3B53
";0;"";"2141471A";"58T";0;"";"2141471A";"Unavailable to Loan";0;"";"";"";"";"";"";"";121;"Chase: 116636-5014-1896131
";1309
"Chamber Matching Kit #2";"VI Probe Kit";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1337;"";1310
"ECATGBE24";"GBE";"Configured for CK";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1611;"";1311
"Chapman mini-set 01";"Tools- Hand Tools (Non-Calibrated)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1630;"";1312
"ECATGBE25";"GBE";"Configured for CK";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1612;"";1313
"ECATGBE3 (STRARA HX)";"GBE";"";1;"";"";"";1;"";"";"Available to Loan";0;"857-326635-001";"";"";"";"";"";"";306;"Bay 69 --> Bay 65";1314
"ECATGBE4";"GBE";"";1;"";"";"";1;"";"";"Available to Loan";0;"857-326635-001";"";"";"";"";"";"";307;"";1315
"ALD valve sense fixture #1";"Other (Please describe)";"857-345079-001";0;"";"2056531C";"70T";0;"";"2056531C";"Unavailable to Loan";0;"857-345079-001";"";"";"";"";"";"";1170;"";1316
"ATAC28";"SWIC Cart";"Tool ID: 2ba8552d4d
K-Key: L59555
Dock Key: 3A85
";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";119;"Chase: 116636-1212-1766606
";1317
"ECATGBE5";"GBE";"Configured to have gas line pre plumbed - marking as unavailable as CF does not match";1;"";"";"";1;"";"";"Available to Loan";0;"857-326635-001";"";"";"";"";"";"";308;"";1318
"Chapman mini-set 02";"Tools- Hand Tools (Non-Calibrated)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1631;"";1319
"ALD valve sense fixture #2";"Other (Please describe)";"857-345079-001";1;"";"";"";0;"";"";"Available to Loan";0;"857-345079-001";"";"";"";"";"";"";1171;"";1320
"ECATGBE6";"GBE";"";1;"";"";"";1;"";"";"Available to Loan";0;"857-326635-001";"";"";"";"";"";"";309;"";1321
"ATAC29";"SWIC Cart";"Tool ID: 79131e2ae9
K-Key: ?
Dock Key: 3B56

";0;"";"2275921A";"43A";0;"";"2275921A";"Unavailable to Loan";0;"";"";"";"";"";"";"";118;"Chase: 116636-314-1849475";1322
"ECATGBE7";"GBE";"";1;"";"";"";1;"";"";"Available to Loan";0;"857-326635-001";"";"";"";"";"";"";1283;"";1323
"Chapman mini-set 03";"Tools- Hand Tools (Non-Calibrated)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1632;"";1324
"ATAC30";"SWIC Cart";"Tool ID: 9938ed604d
K-Key: L52132
Dock Key: 3B98
Converted to standard ergo cart for manufacturing.";0;"";"";"";0;"";"";"Retired/Out of Service";0;"";"";"";"";"";"";"";117;"";1325
"Ampule Level Sensor (ALSM2)";"Tools- Meters & Pendants";"";1;"";"";"";1;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1515;"";1326
"ECATGBE8";"GBE";"VXL STRK CK Only";1;"";"";"";1;"";"";"Available to Loan";0;"857-326635-001";"";"";"";"";"";"";1307;"";1327
"Chapman Set 01";"Tools- Hand Tools (Non-Calibrated)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1635;"";1328
"ECATGBE9";"GBE";"";1;"";"";"";1;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1526;"";1329
"EIOC Cable";"Cables (Provide part number)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1730;"";1330
"Chapman Set 02";"Tools- Hand Tools (Non-Calibrated)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1634;"";1331
"EMO cable RF rack";"Other (Please describe)";"";4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1082;"";1332
"ATAC31";"SWIC Cart";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1521;"";1333
"Chapman Set 03";"Tools- Hand Tools (Non-Calibrated)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1633;"";1334
"EMO Jumper Gamma XT (1/2)";"Other (Please describe)";"";7;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2111;"";1335
"Bird Meter Power Cable";"Cables (Provide part number)";"";2;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2163;"";1336
"EMO Loop";"Other (Please describe)";"";7;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2101;"";1337
"Clamp Strain Relief";"Cables (Provide part number)";"";2;"";"";"";0;"";"";"Unavailable to Loan";0;"39-43527-02";"";"";"";"";"";"";1699;"";1338
"FinalTest13";"SWIC Cart";"K-Key: L52049
Dock Key: 3B60
Received from SFC decon without return ticket 07/22/21 4:20PM";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";65;"Chase: 1034020-3816-ACG9002888";1339
"EMO Relay Box (ERB1)";"Other (Please describe)";"With Tim Nelson to validate if something will work.";0;"";"2222801A";"60P";0;"";"2222801A";"Unavailable to Loan";0;"";"";"";"";"";"";"";1167;"";1340
"Bit Set #1";"Tools- Hand Tools (Non-Calibrated)";"";0;"";"2200181E";"58P";0;"";"2200181E";"Unavailable to Loan";0;"";"";"";"";"";"";"";1248;"";1341
"Colored Feeler Gauges";"Other (Please describe)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1092;"";1342
"FinalTest14";"SWIC Cart";"K-Key: L62100
Dock Key: 3B78";0;"";"2207902A";"00T";0;"";"2207902A";"Unavailable to Loan";0;"";"";"";"";"";"";"";66;"Chase: 1034020-1917-ACH5000820";1343
"EMO Relay Box (ERB2)";"Other (Please describe)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1110;"";1344
"Bit Set #2";"Tools- Hand Tools (Non-Calibrated)";"";0;"";"2176711D";"0T";0;"";"2176711D";"Unavailable to Loan";0;"";"";"";"";"";"";"";1328;"";1345
"EMO Relay Box (ERB3)";"Other (Please describe)";"";0;"";"2209471A";"78T";0;"";"2209471A";"Unavailable to Loan";0;"";"";"";"";"";"";"";1168;"";1346
"FinalTest16";"SWIC Cart";"K-Key: L62448
Dock Key: 3B89

At building L cubes for network trouble shooting for GIS - 6.23.21";0;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";68;"Chase: 1034020-4016-ACGA000020";1347
"D Sub 9 pin F/F adapter #2";"Cables (Provide part number)";"CL 5238 has assembly install this and FT to return after tool is done testing.
Located in SWIC (7H3)";1;"";"";"";0;"";"";"Available to Loan";0;"34-315341-00";"";"";"";"";"";"";1177;"";1348
"EMO Relay Box (ERB4)";"Other (Please describe)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1169;"";1349
"FinalTest17";"SWIC Cart";"K-Key: L54499
Dock Key: 3B39";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";69;"Chase: 116636-914-1854816";1350
"D Sub 9 pin F/F adapter #3";"Cables (Provide part number)";"CL 5238 has assembly install this and FT to return after tool is done testing.
Located in SWIC (7H3)";1;"";"";"";0;"";"";"Available to Loan";0;"34-315341-00";"";"";"";"";"";"";1178;"";1351
"ENGERGO-1";"SWIC Cart";"This is at Javelin Storage";0;"";"";"";0;"";"";"On Loan Offsite";0;"";"";"";"";"";"";"";838;"";1352
"FinalTest19";"SWIC Cart";"K-Key: ?
Dock Key: ?";0;"";"2092111E";"17T";0;"";"2092111E";"Unavailable to Loan";0;"";"";"";"";"";"";"";71;"Chase: ?";1353
"Ergo Kneel Pad";"Other (Please describe)";"";22;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2242;"";1354
"FinalTest20";"SWIC Cart";"K-Key: ?
Dock Key: 3B65
Dock: B1655

was assigned to 2179831B but when it was requested, the cart was nowhere to be seen.";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";72;"Chase: 1034020-1117-ACH3002005";1355
"D Sub 9 pin F/F adapter #4";"Cables (Provide part number)";"CL 5238 has assembly install this and FT to return after tool is done testing.
Located in SWIC (7H3)";1;"";"";"";0;"";"";"Available to Loan";0;"34-315341-00";"";"";"";"";"";"";1179;"";1356
"ERGO-001";"SWIC Cart";"Dock Number - C5819
Dock Key Number - 8B81
Cable key - X72856

Built for Assembly with new style dock, replaced dock with old style for test.";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";1581;"";1357
"FinalTest22";"SWIC Cart";"K-Key: ?
Dock Key: 3B94";0;"";"2188611B";"49T";0;"";"2188611B";"Unavailable to Loan";0;"";"";"";"";"";"";"";74;"Chase: 1034020-1117-ACH3002015";1358
"ERGO-002";"SWIC Cart";"Dock number - C4324
Dock Key - 8A32
Cable Key - X82830

Built for Assembly with new doc, single monitor ";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";1582;"";1359
